Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,RPT_REC_NUM,inpatient_days,rn_hours,rn_hr_per_day,lpn_hours,lpn_hr_day,asst_hours,asst_hr_per_day,NPI_rn,total_hours_per_day,tot_hours,CMS_RN_rank,CMS_LPN_rank,CMS_aide_rank,CMS_tot_rank,CMS_RN_rankpct,CMS_LPN_rankpct,CMS_aide_rankpct,CMS_tot_rankpct,Latlong,lat,long,Percent with fall,Percent restrained,Percent_antianxiety,Percent_antipsychotic,Percent with psych meds,Fall_Rank,Restrained_rank,Psych_meds_rank
315251,HARTWYCK AT OAK TREE,2048 OAK TREE ROAD,EDISON,NJ,8820,7329062100,270,Middlesex,Non profit - Corporation,120,98.5,Medicare and Medicaid,False,"HARTWYCK AT OAK TREE, INC",11/24/1987,False,False,False,False,Resident,Yes,5.0,,5.0,,4.0,,4.0,,4.0,,3.0,,3.0,,,,2.03365,1.04826,1.27976,2.32802,4.36166,0.27098,2.19225,0.87769,0.67767,3.74762,1.93123,0.89627,0.7075,3.73239,05/21/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,02/27/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-02-19,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,"2048 OAK TREE ROAD EDISON, NJ 08820 (40.575516, -74.372548)",06/01/2019,1196313,36044.0,46013.0,1.27657862612,47846.0,1.32743313728,94143.0,2.61189102208,315251,5.21590278548,188002.0,44.0,29.0,88.0,42.0,0.129411764706,0.0852941176471,0.258823529412,0.123529411765,"40.575516, -74.372548)",40.575516, -74.372548,0.34965,11.888114,21.09091,12.411347,33.502257,33.0,349.0,256.0
315225,RIVERFRONT REHABILITATION AND HEALTHCARE CENTER,5101 NORTH PARK DRIVE,PENNSAUKEN,NJ,8109,8566658844,160,Camden,For profit - Corporation,180,152.4,Medicare and Medicaid,False,COOPER CARE LLC,03/13/1986,False,False,False,False,Resident,Yes,2.0,,1.0,,2.0,,4.0,,1.0,,4.0,,4.0,,,,1.95609,0.82601,0.60418,1.43019,3.38628,0.03423,1.84619,0.65404,0.29726,2.79749,2.20578,0.94775,0.76147,3.8819,02/25/2019,8.0,5.0,3.0,28.0,0.0,0.0,28.0,08/22/2018,15,3,12.0,301.0,1.0,0.0,301.0,2018-02-20,11,11,0,52,1,0,52,123.0,0,63,3,240637.0,0,3,"5101 NORTH PARK DRIVE PENNSAUKEN, NJ 08109 (39.927432, -75.07046)",06/01/2019,1196310,57102.0,48916.37,0.85664897902,53057.74,0.929174809989,113164.5,1.98179573395,315225,3.76761952296,215138.61,137.0,155.0,291.0,213.0,0.402941176471,0.455882352941,0.855882352941,0.626470588235,"39.927432, -75.07046)",39.927432, -75.07046,3.238095,0.0,19.870409,16.535434,36.405843,258.0,140.0,278.0
315512,HOBOKEN UNIVERSITY MEDICAL CENTER TCU,308 WILLOW AVENUE,HOBOKEN,NJ,7030,2014181000,230,Hudson,For profit - Corporation,15,11.0,Medicare,True,Legal Business Name Not Available,10/23/2012,False,False,False,False,None,Yes,5.0,,4.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,1.94472,0.0,4.42542,4.42542,6.37015,1.16776,1.7653,0.92619,0.60004,3.29153,2.29345,0.0,2.76305,6.20641,04/26/2019,3.0,3.0,0.0,12.0,0.0,0.0,12.0,06/28/2018,2,2,0.0,8.0,1.0,0.0,8.0,2017-05-18,2,2,0,8,1,0,8,10.0,0,0,0,0.0,0,0,"308 WILLOW AVENUE HOBOKEN, NJ 07030 (40.741213, -74.033559)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.741213, -74.033559)",40.741213, -74.033559,,,,,,,,
315378,HOMESTEAD REHABILITATION & HEALTH CARE CENTER,129 MORRIS TURNPIKE,NEWTON,NJ,7860,9739485400,360,Sussex,For profit - Partnership,128,101.1,Medicare and Medicaid,False,HOMESTEAD REHABILITATION & HEALTH CARE CENTER LLC,09/15/1997,False,False,False,False,Both,Yes,4.0,,3.0,,5.0,,4.0,,5.0,,3.0,,3.0,,,,1.96984,0.84929,0.62754,1.47682,3.44666,0.14184,2.10304,0.67912,0.32774,3.10989,1.95,0.93848,0.71734,3.55421,11/16/2018,2.0,2.0,0.0,12.0,1.0,0.0,12.0,08/07/2017,5,4,1.0,24.0,1.0,0.0,24.0,2016-08-24,4,4,0,12,1,0,12,16.0,0,5,0,0.0,0,0,"129 MORRIS TURNPIKE NEWTON, NJ 07860 (41.124755, -74.758255)",06/01/2019,1202263,35661.0,26182.0,0.734191413589,27773.0,0.77880597852,78310.0,2.1959563669,315378,3.70895375901,132265.0,170.0,228.0,217.0,228.0,0.5,0.670588235294,0.638235294118,0.670588235294,"41.124755, -74.758255)",41.124755, -74.758255,2.114804,0.0,5.194806,7.77027,12.965076,155.0,140.0,32.0
315527,WINCHESTER GARDENS HEALTH CARE CENTER,333 ELMWOOD AVENUE,MAPLEWOOD,NJ,7040,9737625050,200,Essex,Non profit - Corporation,30,12.1,Medicare and Medicaid,False,MARCUS L WARD HOME INC,05/29/2018,True,False,False,False,Resident,Yes,4.0,,3.0,,,2.0,,2.0,,2.0,5.0,,5.0,,,,3.36344,0.01849,2.99076,3.00924,6.37269,0.82722,2.29178,0.91561,0.46442,3.67181,3.05535,0.01515,2.41263,5.56586,04/18/2019,1.0,1.0,0.0,16.0,0.0,0.0,16.0,05/22/2018,2,2,0.0,20.0,1.0,0.0,20.0,,.,.,.,.,.,.,.,17.6,0,0,0,0.0,0,0,"333 ELMWOOD AVENUE MAPLEWOOD, NJ 07040 (40.728259, -74.255089)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.728259, -74.255089)",40.728259, -74.255089,,,,,,,,
315268,BROOKHAVEN HEALTH CARE CENTER,120 PARK END PLACE,EAST ORANGE,NJ,7018,9736766600,200,Essex,For profit - Corporation,122,109.4,Medicare and Medicaid,False,"KENBROOK ASSOCIATES LTD., L.P.",10/24/1988,False,False,False,False,Both,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.30578,0.88502,0.86305,1.74806,4.05385,0.2095,2.02729,0.76596,0.38407,3.17733,2.36784,0.86708,0.84185,4.09162,01/24/2019,1.0,1.0,0.0,4.0,1.0,0.0,4.0,10/26/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-08-11,2,2,0,8,1,0,8,6.0,0,0,0,0.0,0,0,"120 PARK END PLACE EAST ORANGE, NJ 07018 (40.756204, -74.232572)",06/01/2019,1202238,41331.0,39549.0,0.956884662844,29331.0,0.709661029252,106108.0,2.56727395901,315268,4.23381965111,174988.0,100.0,260.0,95.0,121.0,0.294117647059,0.764705882353,0.279411764706,0.355882352941,"40.756204, -74.232572)",40.756204, -74.232572,1.554402,0.518134,8.244681,16.666666,24.911347,103.0,305.0,156.0
315237,SOUTHGATE HEALTH CARE CTR,449 S PENNSVILLE-AUBURN ROAD,CARNEYS POINT,NJ,8069,8562998900,340,Salem,For profit - Corporation,152,124.8,Medicare and Medicaid,False,M AND B OPERATIONS LLC,08/13/1986,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,4.0,,3.0,,2.0,,,,2.29371,1.25317,0.47709,1.73027,4.02397,0.12206,2.01545,0.76265,0.3767,3.1548,2.36928,1.2331,0.47449,4.09046,04/17/2018,10.0,7.0,3.0,48.0,1.0,0.0,48.0,03/21/2017,4,4,0.0,28.0,1.0,0.0,28.0,2016-03-22,2,2,0,24,1,0,24,37.333,0,2,1,3900.0,0,1,"449 S PENNSVILLE-AUBURN ROAD CARNEYS POINT, NJ 08069 (39.688991, -75.471463)",06/01/2019,1202231,46862.0,67044.0,1.43066877214,19193.0,0.409564252486,41103.0,0.877107251078,315237,2.7173402757,127340.0,30.0,318.0,337.0,334.0,0.0882352941176,0.935294117647,0.991176470588,0.982352941176,"39.688991, -75.471463)",39.688991, -75.471463,3.324808,0.0,30.769229,0.986843,31.756072,263.0,140.0,239.0
315190,LEISURE CHATEAU REHABILITATION,962 RIVER AVE,LAKEWOOD,NJ,8701,7323708600,310,Ocean,For profit - Corporation,242,187.8,Medicare and Medicaid,False,LEISURE CHATEAU ACQUISITION LLC,05/28/1982,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,4.0,,5.0,,2.0,,2.0,,,,2.06811,1.02891,0.33939,1.3683,3.43641,0.11512,1.87566,0.68385,0.31628,2.87579,2.29546,1.12909,0.40202,3.83211,06/05/2018,3.0,3.0,0.0,12.0,1.0,0.0,12.0,03/07/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-03-16,1,1,0,0,1,0,0,8.667,0,0,0,0.0,0,0,"962 RIVER AVE LAKEWOOD, NJ 08701 (40.061979, -74.219384)",06/01/2019,1202214,70290.0,25071.0,0.356679470764,73928.0,1.05175700669,172491.0,2.45399061033,315190,3.86242708778,271490.0,300.0,103.0,119.0,190.0,0.882352941176,0.302941176471,0.35,0.558823529412,"40.061979, -74.219384)",40.061979, -74.219384,0.594353,15.156018,36.956523,11.006286,47.962809,42.0,350.0,325.0
315445,"ARBOR AT LAUREL CIRCLE, THE",100 MONROE STREET,BRIDGEWATER,NJ,8807,9085956500,350,Somerset,Non profit - Church related,64,44.1,Medicare,False,LCS BRIDGEWATER OPERATIONS LLC,06/16/1998,True,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,3.0,,5.0,,5.0,,5.0,,,,2.1927,0.69825,1.54532,2.24357,4.43627,0.27052,2.21468,0.84185,0.41506,3.47158,2.06119,0.62243,1.39486,4.09808,06/05/2018,2.0,2.0,0.0,12.0,1.0,0.0,12.0,04/21/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-04-01,0,0,0,0,0,0,0,7.333,0,0,0,0.0,0,0,"100 MONROE STREET BRIDGEWATER, NJ 08807 (40.575442, -74.592046)",06/01/2019,1202275,17087.0,19218.0,1.12471469538,18038.0,1.05565634693,41019.0,2.40059694505,315445,4.58096798736,78275.0,64.0,98.0,136.0,68.0,0.188235294118,0.288235294118,0.4,0.2,"40.575442, -74.592046)",40.575442, -74.592046,0.0,0.0,22.352942,21.590909,43.943851,14.0,140.0,314.0
315491,CEDAR CREST/MOUNTAINVIEW GARDENS,4 CEDAR CREST VILLAGE DRIVE,POMPTON PLAINS,NJ,7444,9738313504,300,Morris,Non profit - Corporation,113,107.3,Medicare and Medicaid,False,CEDAR CREST VILLAGE INC,04/15/2005,True,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,2.77231,0.69601,0.97098,1.66699,4.4393,0.14306,2.18647,0.71192,0.32737,3.22576,2.63966,0.73366,1.11119,4.41338,04/09/2018,5.0,5.0,0.0,24.0,1.0,0.0,24.0,02/03/2017,3,3,0.0,20.0,1.0,0.0,20.0,2016-02-24,3,3,0,44,1,0,44,26.0,0,0,0,0.0,0,0,"4 CEDAR CREST VILLAGE DRIVE POMPTON PLAINS, NJ 07444 (40.987025, -74.325348)",06/01/2019,1210506,38744.0,47837.75,1.23471376213,31233.5,0.806150629775,130027.43,3.35606622961,315491,5.39693062152,209098.68,49.0,217.0,27.0,34.0,0.144117647059,0.638235294118,0.0794117647059,0.1,"40.987025, -74.325348)",40.987025, -74.325348,6.711413,0.0,13.304719,16.442952,29.747671,348.0,140.0,211.0
315202,LOPATCONG CENTER,390 RED SCHOOL LANE,PHILLIPSBURG,NJ,8865,9088590200,390,Warren,For profit - Corporation,153,135.7,Medicare and Medicaid,False,390 RED SCHOOL LANE OPERATIONS LLC,02/01/1984,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,3.0,,4.0,,,,1.75973,0.73264,0.75571,1.48835,3.24808,0.08654,2.10439,0.70743,0.33177,3.14359,1.74088,0.77717,0.85337,3.31352,11/01/2018,5.0,5.0,0.0,16.0,0.0,0.0,16.0,07/14/2017,5,5,0.0,28.0,1.0,0.0,28.0,2016-06-13,8,8,0,28,1,0,28,22.0,0,0,0,0.0,0,0,"390 RED SCHOOL LANE PHILLIPSBURG, NJ 08865 (40.708074, -75.168677)",06/01/2019,1195963,49388.0,47100.0,0.953672956994,40492.0,0.819875273346,102731.0,2.08008018142,315202,3.85362841176,190323.0,102.0,212.0,258.0,191.0,0.3,0.623529411765,0.758823529412,0.561764705882,"40.708074, -75.168677)",40.708074, -75.168677,1.960786,0.0,22.811059,6.018517,28.829576,138.5,140.0,200.0
315423,"HAMILTON GROVE HEALTHCARE AND REHABILITATION, LLC",2300 HAMILTON AVE,HAMILTON,NJ,8619,6095885800,260,Mercer,For profit - Partnership,218,184.3,Medicare and Medicaid,False,HAMILTON GROVE HEALTHCARE & REHABILITATION LLC,12/01/1997,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.97904,0.77043,0.58586,1.35629,3.33533,0.0169,1.97809,0.68664,0.31437,2.9791,2.08285,0.84201,0.69818,3.59041,09/19/2018,7.0,7.0,0.0,32.0,1.0,0.0,32.0,06/30/2017,9,6,3.0,48.0,1.0,0.0,48.0,2016-06-24,6,5,1,40,1,0,40,38.667,0,13,1,108372.0,0,1,"2300 HAMILTON AVE HAMILTON, NJ 08619 (40.22998, -74.705763)",06/01/2019,1192455,70670.0,38707.5,0.547721805575,53032.75,0.750428045847,153932.5,2.17818734965,315423,3.47633720108,245672.75,228.0,245.0,228.0,275.0,0.670588235294,0.720588235294,0.670588235294,0.808823529412,"40.22998, -74.705763)",40.22998, -74.705763,2.092675,0.0,24.094489,15.964913,40.059402,153.0,140.0,299.0
315056,NEPTUNE GARDENS NURSING AND REHAB LLC,101 WALNUT ST,NEPTUNE,NJ,7753,7327743550,290,Monmouth,For profit - Corporation,105,84.0,Medicare and Medicaid,False,NEPTUNE GARDENS NURSING AND REHAB LLC,01/31/1967,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.78553,0.85354,0.48213,1.33567,3.1212,0.06964,1.92378,0.67959,0.301,2.90437,1.93225,0.94252,0.60009,3.44635,05/24/2018,9.0,9.0,0.0,48.0,1.0,0.0,48.0,02/02/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-02-11,7,7,0,72,1,0,72,37.333,0,0,0,0.0,0,0,"101 WALNUT ST NEPTUNE, NJ 07753 (40.207466, -74.048352)",06/01/2019,1202184,32733.0,7939.0,0.242538111386,27013.0,0.825252802982,52758.0,1.61176794061,315056,2.67955885498,87710.0,329.0,207.0,332.0,335.0,0.967647058824,0.608823529412,0.976470588235,0.985294117647,"40.207466, -74.048352)",40.207466, -74.048352,2.47678,0.0,8.737866,2.83688,11.574746,195.0,140.0,23.0
315265,COMPLETE CARE AT GREEN ACRES,1931 LAKEWOOD ROAD,TOMS RIVER,NJ,8755,7322862323,310,Ocean,For profit - Limited Liability company,185,134.1,Medicare and Medicaid,False,GREEN ACRES REHAB AND NURSING LLC,09/05/1988,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,2.0,,2.0,,,,2.05955,1.07123,0.35021,1.42144,3.48099,0.13926,2.18961,0.7217,0.33024,3.24155,1.9582,1.11388,0.3973,3.44382,01/28/2019,6.0,6.0,0.0,32.0,0.0,0.0,32.0,10/20/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-09-20,2,2,0,12,1,0,12,20.667,0,0,0,0.0,0,0,"1931 LAKEWOOD ROAD TOMS RIVER, NJ 08755 (40.022229, -74.220973)",06/01/2019,1187089,33251.0,12943.0,0.389251451084,41584.0,1.25060900424,63977.0,1.92406243421,315265,3.56392288954,118504.0,286.0,41.0,305.0,260.0,0.841176470588,0.120588235294,0.897058823529,0.764705882353,"40.022229, -74.220973)",40.022229, -74.220973,4.102563,0.0,19.999997,6.077347,26.077344,308.0,140.0,171.0
315431,CAREPOINT HEALTH - BAYONNE HOSPITAL CENTER TCU,29 EAST 29TH STREET,BAYONNE,NJ,7002,2018585000,230,Hudson,For profit - Corporation,17,11.5,Medicare,True,IJKG OPCO LLC,06/29/1998,False,False,False,False,None,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,1.0,12.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,,,05/25/2018,2.0,2.0,0.0,8.0,1.0,0.0,8.0,02/16/2017,1,1,0.0,4.0,1.0,0.0,4.0,2015-12-02,2,2,0,8,1,0,8,6.667,0,0,0,0.0,0,0,"29 EAST 29TH STREET BAYONNE, NJ 07002 (40.667531, -74.112371)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.667531, -74.112371)",40.667531, -74.112371,,,,,,,,
315437,LAUREL BAY HEALTH & REHABILITATION CENTER,32 LAUREL AVENUE,KEANSBURG,NJ,7734,7327878100,290,Monmouth,For profit - Corporation,123,91.3,Medicare and Medicaid,False,LAUREL BAY HEALTH AND REHABILITATION CENTER,03/18/1998,False,False,False,False,Both,Yes,2.0,,2.0,,3.0,,2.0,,4.0,,2.0,,2.0,,,,2.10356,0.8466,0.34308,1.18968,3.29324,0.07145,1.9548,0.67554,0.29771,2.92804,2.24029,0.94046,0.43175,3.60691,10/04/2018,4.0,4.0,0.0,12.0,0.0,0.0,12.0,09/26/2017,4,4,2.0,24.0,1.0,0.0,24.0,2016-09-06,5,5,0,95,1,0,95,29.833,0,4,0,0.0,0,0,"32 LAUREL AVENUE KEANSBURG, NJ 07734 (40.44969, -74.142664)",06/01/2019,1202274,33298.0,19649.0,0.590095501231,33199.0,0.997026848459,79734.0,2.39455823173,315437,3.98168058142,132582.0,210.0,120.0,138.0,165.0,0.617647058824,0.352941176471,0.405882352941,0.485294117647,"40.44969, -74.142664)",40.44969, -74.142664,3.548386,0.0,30.100333,22.39382,52.494153,276.0,140.0,334.0
315318,"ST JOSEPH'S HOME AL & NC, INC",1-3 ST JOSEPH'S TERRACE,WOODBRIDGE,NJ,7095,7327500077,270,Middlesex,Non profit - Corporation,51,49.3,Medicare and Medicaid,False,LITTLE SERVANT SISTERS - ST. JOSEPH'S HOME ASSISTED LIVING AND NURSING,11/17/1992,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,4.0,,,2.0,4.0,,4.0,,,,2.8831,0.60113,0.72956,1.3307,4.21379,0.06544,2.43064,0.72459,0.31854,3.47376,2.46938,0.62258,0.85806,3.89012,04/19/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/30/2017,4,4,0.0,20.0,1.0,0.0,20.0,2016-02-25,0,0,0,0,0,0,0,6.667,0,0,0,0.0,0,0,"1 3 ST JOSEPH'S TERRACE WOODBRIDGE, NJ 07095 (40.543273, -74.274697)",06/01/2019,1204141,18312.0,6085.75,0.332336719091,21577.5,1.17832568807,94755.75,5.17451671035,315318,6.68517911752,122419.0,303.0,57.0,5.0,13.0,0.891176470588,0.167647058824,0.0147058823529,0.0382352941176,"40.543273, -74.274697)",40.543273, -74.274697,2.631578,0.0,10.526317,20.105824,30.632141,207.5,140.0,221.0
315452,PEACE CARE ST JOSEPH'S,537 PAVONIA AVENUE,JERSEY CITY,NJ,7306,2016538300,230,Hudson,Non profit - Corporation,139,123.0,Medicare and Medicaid,False,"MARGARET ANNA CUSACK CARE CENTER,INC",12/01/1997,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.59082,0.66868,0.63258,1.30126,3.89208,0.08605,2.14122,0.70487,0.31863,3.16472,2.51898,0.71191,0.74379,3.94399,05/11/2018,6.0,5.0,1.0,24.0,1.0,0.0,24.0,01/31/2017,15,15,0.0,84.0,1.0,0.0,84.0,2016-01-22,2,2,0,8,1,0,8,41.333,0,9,0,0.0,0,0,"537 PAVONIA AVENUE JERSEY CITY, NJ 07306 (40.731356, -74.057965)",06/01/2019,1202278,46722.0,44299.0,0.948140062497,23816.0,0.509738452977,141960.0,3.03839732888,315452,4.49627584436,210075.0,104.0,305.0,40.0,80.0,0.305882352941,0.897058823529,0.117647058824,0.235294117647,"40.731356, -74.057965)",40.731356, -74.057965,0.95238,0.0,12.466125,4.358354,16.824479,63.0,140.0,62.0
315135,CREST POINTE REHABILITATION AND HEALTHCARE CENTER,1515 HULSE ROAD,PT PLEASANT,NJ,8742,7322959300,310,Ocean,For profit - Limited Liability company,118,96.6,Medicare and Medicaid,False,Legal Business Name Not Available,03/31/1972,False,False,False,False,Resident,Yes,3.0,,3.0,,3.0,,3.0,,4.0,,3.0,,3.0,,,,1.79737,0.98152,0.48369,1.46521,3.26257,0.07375,2.08441,0.66509,0.3085,3.058,1.79516,1.10747,0.58739,3.42147,04/11/2019,2.0,2.0,0.0,8.0,1.0,0.0,8.0,02/26/2018,6,5,1.0,28.0,1.0,0.0,28.0,2017-01-31,4,3,1,20,1,0,20,16.667,0,4,1,13068.0,0,1,"1515 HULSE ROAD PT PLEASANT, NJ 08742 (40.075334, -74.06037)",06/01/2019,1202203,36554.0,11743.0,0.321250752312,36556.0,1.00005471357,84059.0,2.29958417683,315135,3.62088964272,132358.0,304.0,118.0,177.0,244.0,0.894117647059,0.347058823529,0.520588235294,0.717647058824,"40.075334, -74.06037)",40.075334, -74.06037,1.084012,0.0,25.770306,5.555558,31.325864,74.0,140.0,231.0
315416,GREEN HILL,103 PLEASANT VALLEY WAY,WEST ORANGE,NJ,7052,9737312300,200,Essex,Non profit - Corporation,77,55.3,Medicare and Medicaid,False,GREEN HILL INC,12/01/1997,False,False,False,False,Resident,Yes,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,,5.0,,,,4.07999,0.81371,1.12997,1.94368,6.02367,0.20221,2.2338,0.75244,0.33869,3.32493,3.80246,0.81154,1.24992,5.80989,12/20/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,12/04/2017,6,6,0.0,20.0,1.0,0.0,20.0,2016-11-01,2,2,0,8,1,0,8,10.0,0,0,0,0.0,0,0,"103 PLEASANT VALLEY WAY WEST ORANGE, NJ 07052 (40.821067, -74.252663)",06/01/2019,1210504,20285.0,14579.0,0.718708405226,25071.0,1.23593788514,82330.0,4.05866403747,315416,6.01331032783,121980.0,175.0,43.0,9.0,20.0,0.514705882353,0.126470588235,0.0264705882353,0.0588235294118,"40.821067, -74.252663)",40.821067, -74.252663,1.807228,0.0,21.379312,15.337426,36.716738,126.0,140.0,280.0
315457,LUTHERAN SOCIAL MINISTRIES CRA,459 PASSAIC AVENUE,WEST CALDWELL,NJ,7006,9732763018,200,Essex,Non profit - Corporation,66,34.7,Medicare,False,"LUTHERAN SOCIAL MINISTRIES AT CRANE'S MILL, INC.",06/30/1999,True,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,3.93816,1.42824,1.12025,2.54849,6.48665,0.25327,2.25673,0.86986,0.45274,3.57934,3.63298,1.23215,0.92701,5.81176,11/02/2018,2.0,2.0,0.0,12.0,1.0,0.0,12.0,07/27/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-07-08,0,0,0,0,0,0,0,7.333,0,0,0,0.0,0,0,"459 PASSAIC AVENUE WEST CALDWELL, NJ 07006 (40.842196, -74.301388)",06/01/2019,1210065,16303.0,12034.0,0.738146353432,17170.0,1.05318039625,57080.0,3.50119609888,315457,5.29252284856,86284.0,168.0,101.0,22.0,39.0,0.494117647059,0.297058823529,0.0647058823529,0.114705882353,"40.842196, -74.301388)",40.842196, -74.301388,0.0,0.0,6.66667,4.705882,11.372552,14.0,140.0,19.0
315289,VOORHEES PEDIATRIC FACILITY,1304 LAUREL OAK ROAD,VOORHEES,NJ,8043,8563463300,160,Camden,For profit - Corporation,119,108.9,Medicare and Medicaid,False,FORKIDCARE LLC,02/01/1990,False,False,False,False,None,Yes,2.0,,1.0,,5.0,,5.0,,,2.0,4.0,,4.0,,,,1.25857,2.79215,2.94776,5.73991,6.99848,0.19943,2.4122,0.95172,1.30233,4.66625,1.08621,2.20162,0.84799,4.80978,11/26/2018,1.0,1.0,0.0,8.0,1.0,0.0,8.0,09/18/2017,5,4,1.0,32.0,1.0,0.0,32.0,2016-11-04,7,4,3,149,1,0,149,39.5,0,4,0,0.0,0,0,"1304 LAUREL OAK ROAD VOORHEES, NJ 08043 (39.851092, -74.96898)",06/01/2019,1209117,39270.0,105967.0,2.69842118666,115248.0,2.93475935829,62983.0,1.60384517443,315289,7.23702571938,284198.0,7.0,2.0,333.0,11.0,0.0205882352941,0.00588235294118,0.979411764706,0.0323529411765,"39.851092, -74.96898)",39.851092, -74.96898,0.0,0.919541,24.367813,5.28736,29.655173,14.0,321.0,210.0
